year,meeting_number,speaker,party,sentence
2018,33,Bent Bøgsted (DF),DF,"For det her betyder et depositum, der gør, at regeringen, staten, er sikker på at få penge ind for bøder, der er blevet givet."
2018,33,Bent Bøgsted (DF),DF,"Og hvis arbejdsgiverne overholder alle regler, får de jo depositummet tilbage."
2018,33,Bent Bøgsted (DF),DF,"Det må jo også være rimeligt, at man betaler de omkostninger, der er ved at blive registreret i RUTregisteret."
2018,33,Bent Bøgsted (DF),DF,I forvejen betaler danske arbejdsgivere til alverdens ting for at få lov at virke.
2018,33,Bent Bøgsted (DF),DF,"De skal bl.a. også betale for det, hvis de nu ikke tager praktikanter ind, men det skal udenlandske tjenesteudbydere ikke."
2018,33,Bent Bøgsted (DF),DF,"Så er det ikke helt misvisende at sige, at det her undergraver RUTregisteret?"
2018,33,Bent Bøgsted (DF),DF,"Noget andet, ministeren var inde på, var jo det med EU."
2018,33,Bent Bøgsted (DF),DF,"Nu står jeg så med et par artikler om, at EU angriber RUTregisteret."
2018,33,Bent Bøgsted (DF),DF,"Det vil sige, at udenlandske tjenesteudbydere og enkeltmandsvirksomheder overhovedet ikke skal registreres nogen steder."
2018,33,Bent Bøgsted (DF),DF,De kan bare frit rejse over grænsen og arbejde i Danmark uden nogen som helst kontrol.
2018,33,Bent Bøgsted (DF),DF,"Jeg ved, at ministeren selvfølgelig vil arbejde imod det, men når man kan læse i en artikel fra bl.a. Altinget og avisen.dk, at EU vil fjerne enkeltmandsvirksomheders tilmeldingspligt, så er det helt galt."
2018,33,Bent Bøgsted (DF),DF,"Så lukker man op for en stor ladeport og siger, at nu kan I bare rejse ind i Danmark og arbejde uden nogen som helst kontrol."
2018,33,Bent Bøgsted (DF),DF,"Dansk Folkeparti vil gerne have, at der skal være kontrol med dem, der kommer og arbejder."
2024,43,Formanden (Søren Gade),V,Tak for det.
2024,43,Formanden (Søren Gade),V,"Der er foreløbig en, der har ønsket en kort bemærkning, og det er fru Marianne Bigum, Socialistisk Folkeparti."
2024,43,Formanden (Søren Gade),V,Værsgo.
2008,85,Mike Legarth (KF),KF,"For det første vil jeg sige tak for roserne for de markante skattenedsættelser for mellemindkomster og dem, der tjener lidt mere end detogså eksempelvis sygeplejerskerne."
2008,85,Mike Legarth (KF),KF,"Jeg kan fuldstændig tilbagevise påstanden om, at den her regering ikke har taget højde for prisudviklingen i forhold til det problem."
2008,85,Mike Legarth (KF),KF,"Sandheden er jo, at det ikke har kunnet betale sig at arbejde, for hvis man tjente over et vist beløb, så kunne man for hver 1.000 kr., man tjente, få lov til at sende 630 kr. tilbage til fælleskassen, og dermed blev ethvert incitament til at yde en ekstra indsats jo fjernet."
2008,85,Mike Legarth (KF),KF,"Det har vi nu lavet om på, og derfor tror vi, at vi får mange flere ud af halvtidsjob og 30timers-job og får fuld beskæftigelse i mange flere brancher, end vi har haft tidligere."
2009,85,Morten Østergaard (RV),RV,"Der står en pakke kleenex her neden under talerpulten, og det havde da været dejligt, hvis man havde fået brug for den, altså, hvis det endelig var lykkedes at afæske regeringen et konkret svar på, hvordan man vil imødegå de økonomiske udfordringer."
2009,85,Morten Østergaard (RV),RV,"Det havde klædt debatten, som finansministeren siger; det er jeg sådan set meget enig i, og det havde jo været naturligt, at regeringen, som trods alt har ansvaret for landets ledelse, havde lagt sin plan frem."
2009,85,Morten Østergaard (RV),RV,"Og derfor er det både med forundring og beklagelse, at jeg efter redegørelserne konstaterer, at den uklarhed, der svæver over regeringens politik, er fuldstændig intakt."
2009,85,Morten Østergaard (RV),RV,"Vi står tilbage med spørgsmålet: Har regeringen ikke nogen sammenhængende økonomisk plan, eller er det bare, fordi man ikke vil lægge den frem til debat og stå ved sin politik?"
2009,85,Morten Østergaard (RV),RV,"Når vi ikke kan få svar på morgendagens udfordringer, kan vi jo se tilbage på, hvordan regeringen hidtil har evnet at nå sine mål."
2009,85,Morten Østergaard (RV),RV,"Først må vi slå fast, at VK overtog en økonomi i topform."
2009,85,Morten Østergaard (RV),RV,"I 2002 var der ikke noget holdbarhedsproblem i dansk økonomi, det har der været hvert eneste år siden da, og i 2010 er det opgjort til 24 mia. kr. Allerede da regeringen i 2007 fremlagde sin 2015plan, var den åbenlyst ufinansieret."
2009,85,Morten Østergaard (RV),RV,"Holdbarhedsproblemet var dengang 14 mia. kr., og diagnosen var reformer, der kunne tilføre arbejdsmarkedet 50.00060.000 ekstra personer."
2009,85,Morten Østergaard (RV),RV,"I stedet kom der så en skattelettelse, som var ufinansieret, og som ifølge regeringens egne publikationer isoleret set gjorde problemet større."
2009,85,Morten Østergaard (RV),RV,Heller ikke målsætningerne for væksten i det offentlige forbrug er blevet overholdt.
2009,85,Morten Østergaard (RV),RV,Tæring er ikke blevet sat efter næring.
2009,85,Morten Østergaard (RV),RV,"Og det er derfor, at det har så ringe troværdighed, når regeringen i dag sætter mål om og knytter forventninger til en offentlig nulvækst."
2009,85,Morten Østergaard (RV),RV,"Det er derfor, det klinger hult, når regeringen fastholder sin målsætning om balance i 2015."
2009,85,Morten Østergaard (RV),RV,Og det er jo ikke bare gold oppositionssnak.
2009,85,Morten Østergaard (RV),RV,"Nationalbankdirektør Nils Bernstein udtaler i Information den 18. marts, og jeg citerer: »Regeringen har ikke kunnet styre de offentlige udgifter i de seneste ni år, derfor er der ingen grund til at tro, at de kan i de næste tre …«."
2009,85,Morten Østergaard (RV),RV,"Regeringen har på intet tidspunkt i 2015planens levetid magtet at følge den, og det er derfor, at der er brug for en økonomisk politik, der fast og kontant sætter sine mål og er i stand til at overholde dem; en plan, som naturligvis bringer Danmark i overensstemmelse med vækst- og stabilitetspagtens regler om maksimalt underskud på de offentlige finanser, men som gør det uden nedskæringer i kernevelfærden; en plan, der som noget helt afgørende skaber langsigtet holdbarhed i dansk økonomi."
2009,85,Morten Østergaard (RV),RV,"Det er simpelt hen urealistisk ikke at antage fortsat vækst i de offentlige udgifter, for når vi forhåbentlig får gang i hjulene igen, vil kravene til den offentlige service også stige, og i et aldrende samfund bliver der større behov for omsorg og sundhedspleje."
2009,85,Morten Østergaard (RV),RV,"Derfor skal der skabes råderum til fortsat offentlig vækst, og det kræver naturligvis, at der er vækst i den private sektor."
2009,85,Morten Østergaard (RV),RV,"Og derfor skal det også være en plan, der anviser de konkrete initiativer, der kan skabe fornyet vækst og beskæftigelse."
2009,85,Morten Østergaard (RV),RV,"Vi vil ikke slås med langtidsledighed, vi har brug for en kompetent og velkvalificeret arbejdsstyrke, så alle kan bidrage."
2009,85,Morten Østergaard (RV),RV,"En sådan sammenhængende plan kræver klare prioriteringer og reformer, så flere bliver længere på arbejdsmarkedet, og hvis regeringen ikke magter at tilvejebringe en sådan plan, må vi jo tage ansvaret for landets ledelse, og det gør vi gerne, og så skal vi nok skabe de fornødne politiske resultater; vi har gjort det før."
2009,85,Morten Østergaard (RV),RV,"For i dag står vi med en regering, som ikke har en sammenhængende plan, men som i stedet fremlagde et omprioriteringskatalog på 10 mia. kr., som ikke bragte os ét skridt nærmere overholdelse af nogen af målsætningerne, fordi alle pengene jo blev brugt igen med det samme."
2009,85,Morten Østergaard (RV),RV,"Og det blev næsten omgående skudt ned af regeringens parlamentariske grundlag, Dansk Folkeparti, som ikke kunne godkende planen, som den forelå."
2009,85,Morten Østergaard (RV),RV,"Og det skaber usikkerhed om dansk økonomi; det veksles til manglende tillid til Danmark, og det skader både vækst og beskæftigelse."
2009,85,Morten Østergaard (RV),RV,Lad mig derfor slutte af med den her opfordring til regeringen:
2009,85,Morten Østergaard (RV),RV,"Kom nu i gang, det er tid til at regere noget mere og feriere noget mindre."
2009,85,Morten Østergaard (RV),RV,"Og jeg skal på den baggrund fremsætte følgende forslag til vedtagelse på vegne af hr. Morten Bødskov, hr. Ole Sohn, fru Pia ChristmasMøller, hr. Christian H. Hansen og"
2002,72,Helle Sjelle (KF),KF,"Jeg vil ikke på nuværende tidspunkt lægge mig fast på, hvilken en model der er den helt rigtige, hvad angår selve nettene."
2002,72,Helle Sjelle (KF),KF,"Men det, der må være det vigtige, er, at vi sikrer forbrugerne i denne sammenhæng; at vi skaber nogle gode muligheder for forbrugerne og samtidig sørger for, at det ikke bliver fuldstændig umuligt at have net i Danmark."
2002,72,Helle Sjelle (KF),KF,"Det skal være de to ting, der skal til, altså både sikre forbrugerne og selvfølgelig også sikre, at det i det hele taget er muligt at have nogle net på danske hænder."
2002,72,Helle Sjelle (KF),KF,"Det må være det, der er det primære mål."
2002,72,Helle Sjelle (KF),KF,"Hvordan og hvorledes vi så får skabt de bedste rammer for det, må vi se hen ad vejen."
2020,128,Jacob Jensen (V),V,"Jo, helt præcist."
2020,128,Jacob Jensen (V),V,"Det er jeg fuldstændig enig med hr. René Christensen i, og det er også derfor, vi har stillet det her ændringsforslag, som vi desværre ikke fik flertal for."
2020,128,Jacob Jensen (V),V,Det var netop for at rette op på det forhold.
2020,128,Jacob Jensen (V),V,"For konceptet om, hvordan man håndterer de her ting, altså også at sætte dyrene ud at græsse osv., kan vi sådan set godt gå ind og arbejde med; men vi vil ikke gå ind og lave et kompromis i forhold til den dyrevelfærdslovgivning og den standard, der ligger."
2020,128,Jacob Jensen (V),V,"Vi har desværre set eksempler på, hvor galt det kan gå."
2020,128,Jacob Jensen (V),V,"Det er derfor, vi siger tak, men nej tak."
2016,22,Jacob Mark (SF),SF,"I dag behandler vi et lovforslag, der betyder, at unge mennesker ikke længere kan tage flere uddannelser på samme niveau."
2016,22,Jacob Mark (SF),SF,"Det er ret interessant, synes jeg, med sådan en talerstol her – hvordan den kan bruges på helt forskellige måder."
2016,22,Jacob Mark (SF),SF,"På den ene side kan man bruge sådan en talerstol til at holde inspirerende taler og skabe håb og drømme for fremtiden; man kan vedtage forslag, der gør dagligdagen bedre for tusindvis af mennesker, forslag, der bringer Danmark fremad og ruster os til fremtiden."
2016,22,Jacob Mark (SF),SF,"Tænk, at man engang har vedtaget, at det skulle være gratis at tage en uddannelse i Danmark – en beslutning, der har ændret mange menneskeskæbner."
2016,22,Jacob Mark (SF),SF,"Tænk, at man engang har vedtaget, at der skulle være en SU, så alle, uanset hvor de kom fra, kunne tage en uddannelse."
2016,22,Jacob Mark (SF),SF,"Tænk, at man har valgt at give transportrabat til de studerende, så de havde råd til at tage i skole, selv om de kom langvejs fra."
2016,22,Jacob Mark (SF),SF,"Det var beslutninger, der skabte håb og drømme for fremtiden."
2016,22,Jacob Mark (SF),SF,"Men på den anden side kan talerstolen også bruges til at slukke drømme, og det er det, den bruges til i dag."
2016,22,Jacob Mark (SF),SF,"Det ved jeg, fordi lovforslaget har affødt en regulær storm mod min indbakke fra unge mennesker, der er utrygge, som føler, at deres drømme er blevet slukket, og som på nuværende tidspunkt overvejer at droppe ud af den uddannelse, de går på, så de ikke bliver fanget af den her lov, der gør det umuligt at tage flere uddannelser."
2016,22,Jacob Mark (SF),SF,Og så må man spørge sig selv: Hvorfor bruger man den her talerstol til det?
2016,22,Jacob Mark (SF),SF,Hvorfor vedtager man det her lovforslag?
2016,22,Jacob Mark (SF),SF,Bringer det Danmark fremad?
2016,22,Jacob Mark (SF),SF,Gør det Danmark til et bedre sted?
2016,22,Jacob Mark (SF),SF,Gør det vores uddannelser stærkere?
2016,22,Jacob Mark (SF),SF,"Argumentet for det er, at dobbeltuddannelse er en omkostning for samfundet – det siger de borgerlige og Socialdemokratiet, og derfor skal det nu begrænses helt."
2016,22,Jacob Mark (SF),SF,Så fremover kan pædagoger ikke blive socialrådgivere.
2016,22,Jacob Mark (SF),SF,"I Berlingske kunne læse man læse, at en sygeplejerske, der gerne vil være læge, nu ikke kan blive læge."
2016,22,Jacob Mark (SF),SF,"Jeg har modtaget beskeder fra folk, der gerne vil skifte spor og f.eks. gå fra en akademisk uddannelse og så blive jordemoder."
2016,22,Jacob Mark (SF),SF,"En af mine bedste venner ringede mig op og var bekymret – han interesserer sig ellers ikke for politik, men det her har fanget ham – fordi den her beslutning vil betyde, at vi lukker et spor for ham, og han har brug for at skifte spor."
2016,22,Jacob Mark (SF),SF,Det er simpelt hen dumt.
2016,22,Jacob Mark (SF),SF,"Og ikke nok med det, men jeg mener stadig, at det er et opgør med den frie og lige adgang til uddannelse – noget, som vi har været stolte af i mange år, noget, som Socialdemokratiet igen og igen har sagt er vigtigt for Danmark, men som man nu selv går på kompromis med."
2016,22,Jacob Mark (SF),SF,Hvad tror jeg så på?
2016,22,Jacob Mark (SF),SF,Hvorfor stemmer jeg nej til det her forslag?
2016,22,Jacob Mark (SF),SF,"Jeg tror på, at det gavner Danmark, at unge mennesker bliver klogere."
2016,22,Jacob Mark (SF),SF,"Jeg tror på, at man netop tager en uddannelse for at få mere indsigt, og at det derfor også er helt naturligt, at mennesker kan tage en uddannelse og så finde ud af: Det var ikke lige her, jeg hørte til."
2016,22,Jacob Mark (SF),SF,"Jeg blev faktisk fascineret af Liberal Alliances ordfører, der jo netop fortalte, at han havde taget flere uddannelser, og at han havde brugt det, ikke kun til at skabe sig selv et bedre liv, men også til at skabe øgede skatteindtægter for samfundet."
2016,22,Jacob Mark (SF),SF,"Jeg tror på, at Danmark skal leve af uddannelse i fremtiden, og jeg tror på, at folk skal kunne blive klogere."
2016,22,Jacob Mark (SF),SF,"Nu lukker man så af – og ikke kun for, at folk kan tage en ny uddannelse, men siger gudhjælpemig også til folk, der selv gerne vil betale for en ny uddannelse: Nej, det kan I desværre ikke; det kan godt være, at I gerne selv vil lægge kronerne i en fuldtidsuddannelse, men det kan vi ikke give jer."
2016,22,Jacob Mark (SF),SF,"Det er af hensyn til samfundet, siger ministeren, og det ved jeg godt hvad betyder."
2016,22,Jacob Mark (SF),SF,"Det betyder, at den her aftale er finansieret på en idé om, at der er nogle unge mennesker, der skal ud på arbejdsmarkedet og være en del af arbejdsudbuddet, og derfor er det af hensyn til samfundet, at man ikke engang selv må betale for at tage uddannelse nummer to, for vi har jo brug for dem ude på arbejdsmarkedet."
2016,22,Jacob Mark (SF),SF,Hvornår blev arbejdsmarkedet og arbejdsudbuddet vigtigere end det enkelte menneske?
2016,22,Jacob Mark (SF),SF,"Hvad er det for en liberal regering, der på den måde vil styre menneskers liv og afskære dem fra deres drømme?"
2016,22,Jacob Mark (SF),SF,Jeg fatter det ikke.
2016,22,Jacob Mark (SF),SF,Og derfor kommer jeg til at stille et hav af spørgsmål til det her.
2016,22,Jacob Mark (SF),SF,Hvem bliver ramt – er det enkelte grupper?
2016,22,Jacob Mark (SF),SF,Hvad er der af provenu?
2016,22,Jacob Mark (SF),SF,"Man siger, at 30 pct. vil få dispensation."
2016,22,Jacob Mark (SF),SF,Er det 30 pct.?
2016,22,Jacob Mark (SF),SF,Vil der komme flere?
2016,22,Jacob Mark (SF),SF,"Vi kommer til at stille ændringsforslag, der skal prøve at afbøde skaderne efter det her."
2016,22,Jacob Mark (SF),SF,"Men det er jo nok desværre for sent, for der er et flertal, der har besluttet sig."
2016,22,Jacob Mark (SF),SF,"Med det her lovforslag signalerer man jo tydeligt, at folk ikke længere skal have lov til at blive klogere."
2016,22,Jacob Mark (SF),SF,Tak.
2016,22,Jacob Mark (SF),SF,Tredje næstformand
2000,53,Aage Frandsen (SF),SF,"Hr. Jens Hald Madsen stillede et retorisk spørgsmål, idet hr. Jens Hald Madsen spurgte: Skal der slet ikke være privat boligbyggeri uden for den almene sektor?"
2000,53,Aage Frandsen (SF),SF,"Jo, det kan der da godt være, og det er der jo også."
2000,53,Aage Frandsen (SF),SF,"Men spørgsmålet er: Skal man gå ind og give et tilskud til denne private sektor, hvor man så ser den blive kapitaliseret, uden at man har nogen garanti for, at den løser de boligsociale problemer, som jeg tror vi er enige om også skal løses?"
2000,53,Aage Frandsen (SF),SF,"For det, man opnår ved den almene sektors byggeri, er jo, at man også samtidig får de gevinster, som ligger i, at vi får løst et boligsocialt problem."
2000,53,Aage Frandsen (SF),SF,(Kort bemærkning).
2006,92,Pernille Frahm (SF),SF,"Jamen så skylder hr. Hans Andersen at forklare, hvordan de 100 mio. kr. til forebyggelse kan hjælpe de børn, der burde være anbragt."
2006,92,Pernille Frahm (SF),SF,"Man kan jo ikke forebygge for et barn, det allerede er gået galt for."
2006,92,Pernille Frahm (SF),SF,Det skylder hr. Hans Andersen mig et svar på.
2006,92,Pernille Frahm (SF),SF,"Så forstår jeg ikke det der med, at det er o.k."
2006,92,Pernille Frahm (SF),SF,at spare.
2006,92,Pernille Frahm (SF),SF,"Vi var enige om, dengang vi lavede anbringelsesreformen, at det ikke var et spareudspil."
2006,92,Pernille Frahm (SF),SF,Så det er ikke i orden.
2006,92,Pernille Frahm (SF),SF,"Det er i hvert fald i strid med den aftale, vi lavede i forbindelse med reformen."
2006,92,Pernille Frahm (SF),SF,(Kort bemærkning).
2010,78,Fødevareministeren (Henrik Høegh),V,"Registreringer i det centrale register for husdyr og indkøbsregisteret for antibiotika – det såkaldte VetStat – er alt sammen noget, som producenten, dyrlægen og apotekeren står for."
2010,78,Fødevareministeren (Henrik Høegh),V,"Når vi skal finde dem, der har et stort antibiotikaforbrug, er vi nødt til at benytte de foreliggende tal."
2010,78,Fødevareministeren (Henrik Høegh),V,"Det viste sig, da det begyndte at få konsekvenser, at man ikke havde været omhyggelig med den her registrering, at der var mange ting, der skulle rettes."
2010,78,Fødevareministeren (Henrik Høegh),V,"Der var dels noget, der lå i forkerte dyregrupper, dels var der nogle besætningsstørrelser, der ikke var plads."
2010,78,Fødevareministeren (Henrik Høegh),V,Alt dette har vi fået på plads med gult kortordningen.
2010,78,Fødevareministeren (Henrik Høegh),V,"Det er rigtigt, at da vi første gang sendte dem ud, kunne vi kun gøre det på grundlag af de registreringer, vi har, og det er altså andre, der har ansvaret for registreringerne."
2010,78,Fødevareministeren (Henrik Høegh),V,"Så vi er sådan set glade for, at vi også med gult kortordningen som en sidegevinst får alle de her registreringer på plads."
2010,78,Fødevareministeren (Henrik Høegh),V,"Vi har så i en opstartsperiode indført, at alle, der siden den 1. august sidste år i sammenhængende 9 måneder har ligget under grænseværdierne, ikke længere vil være under gult kortordningen."
2010,78,Fødevareministeren (Henrik Høegh),V,"Så hvis man havde det på plads, da det første brev kom ud, og 9 måneder frem, glider man ud af gult kortordningen igen."
2010,78,Fødevareministeren (Henrik Høegh),V,Anden næstformand
2012,109,(Pia Kjærsgaard),DF,Tak til ordføreren.
2012,109,(Pia Kjærsgaard),DF,"Den næste ordfører er hr. Brian Mikkelsen, Det Konservative Folkeparti."
2012,109,(Pia Kjærsgaard),DF,Værsgo.
2012,109,(Pia Kjærsgaard),DF,(Ordfører)
2023,70,Beskæftigelsesministeren (Ane HalsboeJørgensen),S,"Jeg er jo generelt stor tilhænger af trepart som et redskab og også som et bord at sætte sig ved, og jeg anerkender også, at det her har en karakter, hvor vi ikke kan gøre noget politisk, der løser det hele."
2023,70,Beskæftigelsesministeren (Ane HalsboeJørgensen),S,"Arbejdsgiverne kan gøre rigtig meget, også og især i det daglige, men det er også mere strukturelt end den enkelte arbejdsgiver, og så har vi heldigvis også nogle fagforeninger, som har rigtig meget at byde ind med i den her sammenhæng."
2023,70,Beskæftigelsesministeren (Ane HalsboeJørgensen),S,"Så jeg synes, vi skal have de her stemmer i spil, uanset om det så hedder trepart eller ej."
2010,86,Line Barfod (EL),EL,"Jeg vil gerne takke for debatten og især takke ordførerne for Socialdemokraterne, SF og De Radikale, som mener, at den problemstilling, vi peger på med forslaget, er relevant, og som er indstillet på, at det er noget, vi skal arbejde videre med i Retsudvalget for at få afklaret nærmere, hvad vi kan gøre."
2010,86,Line Barfod (EL),EL,"Jeg skal lige sige til fru Lone Dybkjær, at jeg er ked af, hvis ordet frihedsråd giver forkerte associationer, for det er ikke meningen."
2010,86,Line Barfod (EL),EL,"Jeg tror måske også det kan være et spørgsmål om, hvor mange år der er gået siden anden verdenskrig, i forhold til hvornår man kan bruge ordet med en ny betydning."
2010,86,Line Barfod (EL),EL,"Så vil jeg sige både til ministeren og til et par af de borgerlige ordførere, at jeg simpelt hen ikke forstår deres holdning om – det kan være, jeg har misforstået det, der er blevet sagt – at det ikke er noget problem, hvis en meget stor del af befolkningen har den holdning, at det ikke er noget problem, at frihedsrettighederne indskrænkes voldsomt."
2010,86,Line Barfod (EL),EL,"For hvis det er tilfældet, har vi da et problem med at forsvare frihedsrettighederne."
2010,86,Line Barfod (EL),EL,"Hvis vi mener, at frihedsrettighederne er så fundamentale og så afgørende, som ministeren og ordførerne giver udtryk for, er det da vigtigt, at befolkningen bakker op om frihedsrettighederne, og så er det da vigtigt, at befolkningen ønsker at forsvare de frihedsrettigheder."
2010,86,Line Barfod (EL),EL,"Jeg mener faktisk, det er et meget stort demokratisk problem, hvis ikke man mener, at vi fra Folketingets side har en opgave i at sikre, at der i befolkningen er stor opbakning til frihedsrettighederne."
2010,86,Line Barfod (EL),EL,"Det gælder også den frihedsrettighed, der handler om, at man har ret til et privatliv, den frihedsrettighed, der handler om, at man har ret til at færdes – og i dag er det jo så både fysisk og i cyberspace – uden at alt, hvad man foretager sig, bliver overvåget og registreret."
2010,86,Line Barfod (EL),EL,"Det er en væsentlig del af privatlivets fred, som er en meget afgørende frihedsrettighed, og jeg mener, vi har en forpligtelse til at finde ud af, hvordan vi sørger for, at befolkningen bliver ved med at bakke op om den frihedsrettighed."
2010,86,Line Barfod (EL),EL,"For hvis ikke vi gør det, risikerer vi jo at ende med et overvågningssamfund."
2010,86,Line Barfod (EL),EL,"Der er blevet talt meget om filmen »De andres liv«, der skildrer overvågningssamfundet i det tidligere DDR."
2010,86,Line Barfod (EL),EL,"Jeg tror, det er vigtigt, at man får set sådan nogle film; jeg tror, det er vigtigt, at man får det diskuteret i befolkningen, at vores børn og unge lærer frihedsrettighederne at kende – men ikke som en kanon, de skal lære udenad, som om det var salmevers, og hvor de så til en prøve, eksamen eller andet skal kunne remse op, hvilke frihedsrettigheder der er."
2010,86,Line Barfod (EL),EL,"De skal lære frihedsrettighederne at kende, så de forstår, hvorfor de er vigtige, og ønsker at forsvare dem."
2010,86,Line Barfod (EL),EL,"For hvis ikke man forstår, hvorfor det er vigtigt at forsvare frihedsrettighederne, så forsvarer man dem jo ikke, når de kommer under pres, og så risikerer vi, at de forsvinder."
2010,86,Line Barfod (EL),EL,"Derfor mener jeg, det er afgørende, at vi påtager os den opgave at sikre, at også de kommende generationer forstår – ikke bare kan dem udenad, men virkelig forstår – hvorfor frihedsrettighederne er så vigtige, så vi kan sikre, at de også vil være der i fremtiden."
2010,86,Line Barfod (EL),EL,"Som andre har påpeget, har vi jo igennem de sidste mange år haft store diskussioner om overvågning,"
2010,86,Line Barfod (EL),EL,"bl.a. i forbindelse med terrorpakker osv. For nogle år siden blev der under en af de høringer, vi havde – det var så ikke om terrorpakken, men om noget andet – sagt noget, der gjorde stort indtryk på mig."
2010,86,Line Barfod (EL),EL,"Her påpegede den tilstedeværende repræsentant for Institut for Menneskerettigheder, at retten til privatlivets fred er en af de mest fundamentale frihedsrettigheder og er afgørende for, at vi kan have et retssamfund og dermed et demokrati."
2010,86,Line Barfod (EL),EL,"Når man ser på, hvor lidt privatliv vi har tilbage i Danmark i dag, kan man konstatere, at der næsten ikke er noget tilbage af den frihedsrettighed, fordi der, som mange af ordførerne var inde på, er så meget elektronisk overvågning i dag."
2010,86,Line Barfod (EL),EL,"Her tænker jeg ikke kun på den videoovervågning, der er, når man bevæger sig udenfor, men også på, at man, hvis man har adgang til en persons cprnummer i Danmark, kan få adgang til stort set alle oplysninger om vedkommende."
2010,86,Line Barfod (EL),EL,"Man kan få alt at vide om, hvem de er, hvilke sygdomme de har, deres børn og hvilke sygdomme de har, man kan få oplysning om, hvilke bøger de har lånt på biblioteket, hvad de køber hver dag i Brugsen osv."
2010,86,Line Barfod (EL),EL,Alt det er jo hæftet op på ens cprnummer.
2010,86,Line Barfod (EL),EL,"Man har stort set intet privatliv tilbage, hvis man lever et almindeligt liv som dansk borger i dag."
2010,86,Line Barfod (EL),EL,Det mener jeg vi bliver nødt til at forholde os til.
2010,86,Line Barfod (EL),EL,"Det gælder både med hensyn til at få en debat i befolkningen om, hvorvidt man ønsker at have så lidt privatliv, og med hensyn til at vi som lovgivere – hvis vi faktisk mener, at det er et problem, at der er så meget overvågning og registrering og så lidt privatliv – så får igangsat en debat om, hvad vi gør ved det."
2010,86,Line Barfod (EL),EL,"Jeg har foreslået, at det skulle være et frihedsråd, der igangsatte det, men når der nu ikke er flertal for det, synes jeg også, det er fint, hvis vi i Retsudvalget tager en drøftelse af, om vi kunne gøre det på andre måder, om vi kunne give andre den opgave at få gang i den diskussion."
2010,86,Line Barfod (EL),EL,"Det vil også være fint, som andre har været inde på, at få afklaret, hvilke af de opgaver, som vi har foreslået skal løses, der ligger i nogle af beskrivelserne fra Institut for Menneskerettigheder, Datatilsynet og andre."
2010,86,Line Barfod (EL),EL,"Så kan vi se på, om vi skal give dem nogle flere opgaver, hvis vi ønsker at få løftet de her ting, som vi har peget på i forslaget."
2010,86,Line Barfod (EL),EL,52 (B 99)
2010,86,Line Barfod (EL),EL,"Så jeg håber meget, at vi faktisk kan få en ordentlig debat i Retsudvalget, og at vi kommer i gang med en debat om, hvorvidt vi virkelig ønsker, at der er så lidt privatliv tilbage, som det er tilfældet i Danmark i dag, eller om vi faktisk mener, at det er en vigtig frihedsrettighed at forsvare."
2010,86,Line Barfod (EL),EL,Det håber jeg at vi får en god debat om i Retsudvalget.
2010,86,Line Barfod (EL),EL,Den fg. formand
2012,6,Sara Olsvig (IA),IA,Tak.
2012,6,Sara Olsvig (IA),IA,"Det er nogle spændende emner, som ordføreren kommer ind på."
2012,6,Sara Olsvig (IA),IA,"Ordføreren kom også tidligere ind på den udfordring, som handler om søopmåling, og at det jo i sagens natur går lidt langsomt, fordi vi jo vælger en metode, som er præcis og grundig."
2012,6,Sara Olsvig (IA),IA,"Har ordføreren noget forslag til, hvordan man så kan gøre det hurtigere med det udstyr, som vi har til rådighed i dag?"
2012,6,Sara Olsvig (IA),IA,"Skal vi finde nyt udstyr, skal vi finde nye metoder?"
2012,6,Sara Olsvig (IA),IA,"For der er jo ingen tvivl om, at de 2 mio. km² hav jo skal opmåles på et eller andet tidspunkt."
2012,6,Sara Olsvig (IA),IA,"Nogle områder er jo også blevet isfri, efterhånden som årene er gået, og er derfor helt nye områder i forhold til opmåling."
2012,6,Sara Olsvig (IA),IA,Tredje næstformand
2020,138,Rune Lund (EL),EL,"Det spørgsmål forudsætter i en situation, hvor forhandlingerne ikke engang er gået i gang, at Enhedslisten opgiver kampen om at få forringelserne taget af bordet, og jeg vil sige, at det ikke er der, vi er."
2020,138,Rune Lund (EL),EL,"Vi står i en situation, hvor vi kan høre her i dag, at Enhedslisten er modstander af at forringe dagpengene for nyuddannede og nyudlærte, at SF har det samme udgangspunkt, og jeg hører også Det Radikale Venstre have det samme udgangspunkt."
2020,138,Rune Lund (EL),EL,Så for mig at se er forhandlingerne kun lige startet på det punkt.
2020,138,Rune Lund (EL),EL,Vi går til forhandlingerne for at forhandle de gode ting bedre og få de dårlige ting ud.
2011,71,Eigil Andersen (SF),SF,"Det er helt rigtigt, at jeg udtalte mig meget negativt om indholdet af Monti IIforordningen, og at jeg brugte udtrykket, at det er et groft angreb på strejkeretten – det er vi helt enige om."
2011,71,Eigil Andersen (SF),SF,"Med hensyn til hvad der så skal gøres i forhold til EU,"
2011,71,Eigil Andersen (SF),SF,"er det jo noget, der bliver behandlet mellem de tre regeringspartier indbyrdes, men også i Europaudvalget, hvor der bliver givet et forhandlingsmandat, og den fase er vi ikke nået frem til endnu."
2011,71,Eigil Andersen (SF),SF,"Men jeg synes, det må fremgå meget tydeligt, at vores holdning er negativ over for et sådant indgreb i strejkeretten."
2011,71,Eigil Andersen (SF),SF,Fjerde næstformand (Holger K.
